,Unnamed: 0,price,bedrooms,bathrooms,sqft_lot,sqft_living,floors,waterfront,condition,grade,sqft_above,sqft_basement,district,grades,grade_num,total_sch,total_student,transport_dist,medical_emerg_dist,entertain_dist,job_center_dist,zip,prop_crime,viol_crime,totalcrime_percapita
11836,11836,527950.0,4,1.75,3600,1760,1.0,0.0,5,7,880,880.0,seattle,A-,11,108,"55,271",2.90859605881986,1.31894972367637,1.67309060867931,2.90859605881986,98103,7.368066028186903,29.472264112747613,36.84033014093452
11837,11837,667000.0,3,1.75,3880,1770,1.0,0.0,3,8,1300,0.0,seattle,A-,11,108,"55,271",5.99035487805089,2.53792790375864,2.5258126844241002,5.99035487805089,98117,8.647461250942321,11.52994833458976,20.177409585532082
11838,11838,1150000.0,10,5.25,10920,4590,1.0,0.0,3,9,2500,2090.0,bellevue,A+,13,31,"21,609",4.707339431134099,2.37325023557458,2.67268494170043,4.707339431134099,98004,5.5140376093757615,8.271056414063642,13.785094023439402
11839,11839,417000.0,3,2.5,11211,2040,2.0,0.0,3,8,2040,0.0,renton,B-,8,29,"16,425",1.48846436232997,1.25752904234327,0.769760423994459,1.48846436232997,98055,3.990237803409203,3.990237803409203,7.980475606818406
11840,11840,451000.0,4,1.75,7250,1260,1.0,0.0,3,6,1260,0.0,issaquah,A+,13,27,"20,897",2.52460339797382,1.09304934127576,0.697549649509681,2.52460339797382,98027,318.2653854952511,54.65163185271989,372.917017347971
11841,11841,580000.0,2,1.0,9780,1650,1.0,0.0,3,7,950,700.0,seattle,A-,11,108,"55,271",5.81586299679208,2.28712269448597,2.3377842219885,5.81586299679208,98199,0.0,4.630769527850908,4.630769527850908
11842,11842,570000.0,4,2.25,36446,2380,2.0,0.0,4,8,2380,0.0,northshore,A,12,39,23500,6.8731315432974505,3.72143475370354,2.7099993744923,6.8731315432974505,98077,477.48017002472,141.75192547608876,619.2320955008088
11843,11843,750000.0,5,3.25,7500,2750,2.0,0.0,3,7,2150,600.0,lake washington,A+,13,55,"30,675",2.87905990727545,4.4118268288786,0.791586868754045,2.87905990727545,98033,12.75226693861301,5.100906775445204,17.853173714058215
11844,11844,275000.0,3,2.0,9764,1340,1.0,0.0,3,7,1340,0.0,northshore,A,12,39,23500,4.305799185106241,2.55662823140331,1.4979748777271797,4.305799185106241,98052,77.13147242154055,17.59138844701802,94.72286086855857
11845,11845,739888.0,3,2.5,43177,2420,2.0,0.0,4,8,1690,730.0,issaquah,A+,13,27,"20,897",3.03381708706815,3.1717614877633102,1.70755514663111,3.03381708706815,98075,20.278386557473773,0.0,20.278386557473773
11846,11846,715000.0,2,2.5,5581,2160,1.0,0.0,3,8,2160,0.0,lake washington,A+,13,55,"30,675",8.67374995970847,9.28927162834974,3.63702057498028,8.67374995970847,98053,516.4919935656775,220.0705016062452,736.5624951719227
11847,11847,800000.0,4,2.0,4400,2450,1.0,0.0,3,7,1450,1000.0,seattle,A-,11,108,"55,271",3.395726684174,1.6533459375530601,1.12126354873494,3.395726684174,98102,18.146248235957838,47.1802454134904,65.32649364944824
11848,11848,350000.0,3,1.5,9000,1870,1.0,0.0,3,7,1120,750.0,seattle,A-,11,108,"55,271",3.13695697497467,2.66408555287968,3.09179753422618,3.13695697497467,98108,256.55847332709567,106.57044276663977,363.1289160937354
11849,11849,220000.0,3,1.0,223462,1000,1.0,0.0,4,6,1000,0.0,enumclaw,B,9,10,"4,183",1.4265889540338,3.5458527291846,0.339619130544126,1.4265889540338,98022,341.67568091801775,113.89189363933924,455.567574557357
11850,11850,452500.0,3,2.5,7791,2240,2.0,0.0,3,7,2240,0.0,snoqualmie valley,A-,11,13,"7,214",1.70212789717604,3.79554665688178,2.9504173126947,1.70212789717604,98065,499.0990630141628,126.35419316814249,625.4532561823053
11851,11851,280000.0,4,2.5,5893,2200,2.0,0.0,3,7,2200,0.0,kent,B,9,44,"27,291",3.2311719299606,4.30265680251063,4.08354125982251,3.2311719299606,98042,268.5737792314582,93.59389276247785,362.1676719939361
11852,11852,248000.0,1,1.0,12000,790,1.0,0.0,3,6,790,0.0,seattle,A-,11,108,"55,271",4.49516633048336,3.03242591515083,4.641284087601231,4.49516633048336,98118,32.61598151293552,59.116466492195634,91.73244800513115
11853,11853,435010.0,3,1.0,4000,1270,1.0,0.0,3,7,1120,150.0,seattle,A-,11,108,"55,271",3.78250133794867,1.63190045266499,2.34396925627029,3.78250133794867,98106,792.1523798094363,279.3580856332796,1071.510465442716
11854,11854,678100.0,3,1.75,2860,1850,1.5,0.0,5,8,1210,640.0,seattle,A-,11,108,"55,271",4.068952754331621,2.3069089715590496,1.88549834703482,4.068952754331621,98116,10.981204277925787,14.641605703901053,25.62280998182684
11855,11855,325000.0,3,2.25,1694,1352,3.0,0.0,3,8,1352,0.0,seattle,A-,11,108,"55,271",5.09386762038736,2.42544464060321,2.6006940562554197,5.09386762038736,98125,23.132246335198694,27.758695602238436,50.890941937437134
11856,11856,529950.0,3,2.0,8400,1540,1.0,0.0,3,7,1180,360.0,northshore,A,12,39,23500,4.75745116425252,2.440514630248,0.993577990960433,4.75745116425252,98052,77.13147242154055,17.59138844701802,94.72286086855857
11857,11857,440000.0,3,1.75,8529,1640,1.0,0.0,5,7,1640,0.0,shoreline,A,12,19,"9,899",3.3122985790754598,3.17191947480492,0.728265367109344,3.3122985790754598,98155,14.356814151729937,14.356814151729937,28.713628303459874
11858,11858,585000.0,3,1.0,4800,1350,1.5,0.0,3,7,1350,0.0,seattle,A-,11,108,"55,271",5.62036254748735,3.14901336232026,2.35900104082357,5.62036254748735,98116,10.981204277925787,14.641605703901053,25.62280998182684
11859,11859,462608.0,3,2.5,2778,2010,2.0,0.0,3,8,1390,620.0,issaquah,A+,13,27,"20,897",3.29380488196106,2.28341119754579,2.0221655733216397,3.29380488196106,98029,33.82359964547456,13.529439858189823,47.353039503664384
11860,11860,350500.0,3,1.75,5200,2080,1.0,0.0,3,7,1040,1040.0,highline,C+,7,40,"19,213",1.0526491643582,2.84208230388469,4.67805917946799,1.0526491643582,98166,36.45145288428728,54.67717932643093,91.12863221071821
11861,11861,210000.0,3,1.0,8125,1040,1.0,0.0,3,7,1040,0.0,federal way,C+,7,46,"23,489",1.79444200995466,1.58826361886553,1.36080956582561,1.79444200995466,98003,122.3728455859312,70.21392779520643,192.58677338113762
11862,11862,510000.0,3,2.5,5929,1890,2.0,0.0,3,8,1890,0.0,issaquah,A+,13,27,"20,897",3.3044042810785,3.56487057624483,1.55080103588198,3.3044042810785,98029,33.82359964547456,13.529439858189823,47.353039503664384
11863,11863,280000.0,3,2.25,7630,1810,1.0,0.0,4,7,1810,0.0,renton,B-,8,29,"16,425",2.39463475449887,1.96315580726357,1.05274697681318,2.39463475449887,98056,16.286731601503636,8.143365800751818,24.430097402255456
11864,11864,385000.0,3,1.75,14389,1930,1.0,0.0,3,7,1130,800.0,shoreline,A,12,19,"9,899",3.18694022460267,2.89238973026016,0.638038846154367,3.18694022460267,98155,14.356814151729937,14.356814151729937,28.713628303459874
11865,11865,349000.0,3,1.0,8184,1010,1.0,0.0,4,6,1010,0.0,shoreline,A,12,19,"9,899",0.842946428359844,2.36703870268676,1.40500737339183,0.842946428359844,98155,14.356814151729937,14.356814151729937,28.713628303459874
11866,11866,252000.0,3,2.25,10836,1740,1.0,0.0,3,7,910,830.0,kent,B,9,44,"27,291",4.89073270020486,3.24714366082956,3.48561126164172,4.89073270020486,98031,10.228578033310388,12.785722541637984,23.014300574948372
11867,11867,375000.0,3,2.25,8004,1330,2.0,0.0,3,7,1330,0.0,lake washington,A+,13,55,"30,675",1.99510157155325,2.09862587927771,1.18066003696484,1.99510157155325,98034,6.585031591030553,2.1950105303435183,8.780042121374072
11868,11868,336000.0,4,2.25,11700,2210,2.0,0.0,4,8,2210,0.0,federal way,C+,7,46,"23,489",3.33582434972892,3.2035779378676303,1.9246443315696,3.33582434972892,98032,131.41235292208776,59.001464577263896,190.41381749935167
11869,11869,732000.0,3,3.75,6517,2670,2.5,0.0,4,8,2020,650.0,seattle,A-,11,108,"55,271",3.8241565138284304,1.67606362035476,1.64151461754844,3.8241565138284304,98126,211.4556382241143,99.50853563487732,310.9641738589916
11870,11870,200000.0,2,1.0,6227,1000,1.0,0.0,3,6,1000,0.0,tukwila,C+,7,8,"3,046",4.290475439605831,3.9120331139669102,3.42413213053868,4.290475439605831,98168,647.6296302740069,225.02385458673118,872.6534848607381
11871,11871,681716.0,4,2.5,7277,3150,2.0,0.0,3,9,3150,0.0,renton,B-,8,29,"16,425",1.8635912147399,3.24386535485906,1.55663798616851,1.8635912147399,98056,16.286731601503636,8.143365800751818,24.430097402255456
11872,11872,235000.0,3,1.75,12246,1520,1.0,0.0,4,6,1520,0.0,kent,B,9,44,"27,291",3.0405540352080695,4.44496561818914,4.71106409647627,3.0405540352080695,98010,32.06749052325487,16.033745261627434,48.101235784882306
11873,11873,257500.0,3,1.0,13825,1690,1.0,0.0,3,7,1210,480.0,highline,C+,7,40,"19,213",3.11082275966271,2.76643924035012,2.91671460930985,3.11082275966271,98148,45.758778936135855,18.303511574454337,64.06229051059019
11874,11874,315000.0,3,1.0,9497,1070,1.0,0.0,3,7,1070,0.0,northshore,A,12,39,23500,5.06266040301507,2.52085102791687,2.68252816307907,5.06266040301507,98028,29.999052887044567,12.856736951590529,42.8557898386351
11875,11875,299950.0,3,1.0,8000,910,1.0,0.0,4,6,740,170.0,seattle,A-,11,108,"55,271",8.60541802099794,2.13396364612028,4.4167573998855,8.60541802099794,98177,14.641437777476597,4.880479259158865,19.52191703663546
11876,11876,530000.0,4,2.25,8640,2130,1.0,0.0,3,7,1430,700.0,lake washington,A+,13,55,"30,675",1.13445536812259,1.28685841622057,0.784122632735823,1.13445536812259,98034,6.585031591030553,2.1950105303435183,8.780042121374072
11877,11877,766500.0,2,1.75,6930,2230,1.0,0.0,4,8,1530,700.0,seattle,A-,11,108,"55,271",3.8726993018610494,2.08645937462036,1.37396482692247,3.8726993018610494,98105,18.06773913393521,23.488060874115767,41.55580000805098
11878,11878,860000.0,4,2.5,11119,3560,1.0,0.0,3,10,2290,1270.0,bellevue,A+,13,31,"21,609",2.58309486813488,2.38697890967863,2.1289866859761797,2.58309486813488,98004,5.5140376093757615,8.271056414063642,13.785094023439402
11879,11879,551000.0,4,1.75,6348,2040,1.0,0.0,3,7,1020,1020.0,seattle,A-,11,108,"55,271",3.08847058589814,0.948568694590203,1.68782912001823,3.08847058589814,98103,7.368066028186903,29.472264112747613,36.84033014093452
11880,11880,530000.0,3,2.75,20150,2100,1.0,0.0,4,7,2100,0.0,lake washington,A+,13,55,"30,675",4.36427888867175,3.7265783412842595,2.37436287603851,4.36427888867175,98034,6.585031591030553,2.1950105303435183,8.780042121374072
11881,11881,568000.0,3,1.0,7260,1340,1.5,0.0,3,7,1340,0.0,seattle,A-,11,108,"55,271",4.07170735512786,2.22764378199696,2.15032820338386,4.07170735512786,98125,23.132246335198694,27.758695602238436,50.890941937437134
11882,11882,749950.0,3,2.5,10773,2770,2.0,0.0,3,9,2770,0.0,bellevue,A+,13,31,"21,609",4.57331990401637,2.00967252406738,2.61017299099317,4.57331990401637,98008,0.0,0.0,0.0
11883,11883,535000.0,3,2.5,12546,2400,1.0,0.0,3,9,2400,0.0,lake washington,A+,13,55,"30,675",10.241952420221699,10.550163466447302,1.33575158905158,10.241952420221699,98074,34.277996056247986,10.283398816874401,44.56139487312239
11884,11884,190000.0,2,1.0,11450,930,1.0,0.0,3,6,930,0.0,renton,B-,8,29,"16,425",3.29760561077436,3.05491599383531,2.50685707404725,3.29760561077436,98178,1312.8919047607326,716.1228571422178,2029.0147619029503
11885,11885,525000.0,4,1.75,6600,1820,1.0,0.0,5,7,1820,0.0,bellevue,A+,13,31,"21,609",3.20082849384941,2.12550225111087,1.4925078801863998,3.20082849384941,98007,3.4275581640339534,3.4275581640339534,6.855116328067907
11886,11886,610000.0,4,1.0,3708,1390,1.5,0.0,4,7,1390,0.0,seattle,A-,11,108,"55,271",4.25456497381622,1.99981796264259,1.70836069407423,4.25456497381622,98117,8.647461250942321,11.52994833458976,20.177409585532082
11887,11887,375000.0,2,1.0,6000,760,1.0,0.0,3,6,760,0.0,seattle,A-,11,108,"55,271",5.25983973180068,2.03831114423433,1.77527895026161,5.25983973180068,98199,0.0,4.630769527850908,4.630769527850908
11888,11888,600000.0,3,1.75,7416,1580,1.0,0.0,3,7,1150,430.0,bellevue,A+,13,31,"21,609",2.2535760980385,1.45460818572724,1.3412789361184398,2.2535760980385,98005,9.748172534465397,0.0,9.748172534465397
11889,11889,664000.0,4,2.5,16200,1870,1.0,0.0,5,8,1250,620.0,lake washington,A+,13,55,"30,675",3.01077786486304,4.40367558839413,1.38935797709414,3.01077786486304,98033,12.75226693861301,5.100906775445204,17.853173714058215
11890,11890,698000.0,2,1.0,4080,1510,1.0,0.0,3,7,1010,500.0,seattle,A-,11,108,"55,271",2.39522843794326,1.26516229544356,1.45880365718966,2.39522843794326,98103,7.368066028186903,29.472264112747613,36.84033014093452
11891,11891,418000.0,3,2.0,1306,1250,3.0,0.0,3,7,1250,0.0,seattle,A-,11,108,"55,271",5.6310480557408,1.78890479893469,2.29387691614146,5.6310480557408,98107,0.0,13.470219499920795,13.470219499920795
11892,11892,271675.0,3,1.75,13068,2140,1.0,0.0,4,7,1460,680.0,auburn,B,9,24,"17,505",2.15550696147653,2.25162076891425,3.62145692220018,2.15550696147653,98092,215.23883705263447,59.644497014585475,274.88333406721995
11893,11893,450000.0,3,1.0,9028,1540,1.0,0.0,4,6,1540,0.0,lake washington,A+,13,55,"30,675",2.60592528628269,3.96487913598776,1.21091052389918,2.60592528628269,98033,12.75226693861301,5.100906775445204,17.853173714058215
11894,11894,759000.0,3,2.25,78843,2950,1.5,0.0,3,9,2950,0.0,issaquah,A+,13,27,"20,897",5.12606455907814,3.09740570938146,1.3804856331799,5.12606455907814,98075,20.278386557473773,0.0,20.278386557473773
11895,11895,599950.0,6,3.0,4129,2020,1.0,0.0,3,7,1230,790.0,seattle,A-,11,108,"55,271",2.27681670448027,1.1047198925642299,0.994939020259981,2.27681670448027,98105,18.06773913393521,23.488060874115767,41.55580000805098
11896,11896,810000.0,4,2.75,5000,2820,1.5,0.0,3,8,2170,650.0,seattle,A-,11,108,"55,271",5.94688208189773,2.2580473699645003,1.9309310934235,5.94688208189773,98199,0.0,4.630769527850908,4.630769527850908
11897,11897,331292.0,3,1.75,10000,1660,1.0,0.0,3,7,1660,0.0,riverview,B+,10,9,"3,482",0.693637918076581,0.562357144422003,0.352808891351617,0.693637918076581,98019,234.76854088599381,80.95466927103234,315.7232101570262
11898,11898,348000.0,3,1.75,2417,1830,1.0,0.0,3,7,930,900.0,seattle,A-,11,108,"55,271",1.7367956586088502,1.61453988303553,1.41966793637245,1.7367956586088502,98144,58.65372171207985,52.788349540871856,111.4420712529517
11899,11899,435000.0,2,1.0,5600,720,1.0,0.0,4,7,720,0.0,seattle,A-,11,108,"55,271",4.20730389591721,1.67738573181438,1.65952432163136,4.20730389591721,98116,10.981204277925787,14.641605703901053,25.62280998182684
11900,11900,530000.0,3,2.5,9063,2160,2.0,0.0,3,8,2160,0.0,seattle,A-,11,108,"55,271",5.41636920315467,2.29657414341565,2.90136333970489,5.41636920315467,98133,30.14211343357435,54.25580418043383,84.39791761400818
11901,11901,227000.0,3,1.75,9837,1510,2.0,0.0,3,7,1510,0.0,federal way,C+,7,46,"23,489",4.79491683598119,4.73772795974702,3.07750578867177,4.79491683598119,98001,730.8116910345483,270.2624366844745,1001.0741277190227
11902,11902,285000.0,3,1.5,42070,1870,1.0,0.0,3,7,1870,0.0,tukwila,C+,7,8,"3,046",3.85867713090091,2.83836357812601,2.34443975720759,3.85867713090091,98168,647.6296302740069,225.02385458673118,872.6534848607381
11903,11903,740000.0,4,2.25,26136,2860,1.0,0.0,3,8,1640,1220.0,bellevue,A+,13,31,"21,609",2.37450502210358,2.22888379946284,1.62826408394156,2.37450502210358,98005,9.748172534465397,0.0,9.748172534465397
11904,11904,246000.0,3,1.0,9145,990,1.5,0.0,4,6,990,0.0,highline,C+,7,40,"19,213",3.95784020416578,3.7053511271472703,5.9235195584829805,3.95784020416578,98146,1633.8459198023832,549.1632423552895,2183.0091621576726
11905,11905,366000.0,3,2.0,10200,1350,1.0,0.0,3,7,1350,0.0,lake washington,A+,13,55,"30,675",10.0860114671024,11.317414878277098,1.06551497663543,10.0860114671024,98074,34.277996056247986,10.283398816874401,44.56139487312239
11906,11906,594950.0,4,3.25,9480,2557,2.0,0.0,3,7,2557,0.0,seattle,A-,11,108,"55,271",4.01901254950313,1.61641538075084,3.8213293354367406,4.01901254950313,98118,32.61598151293552,59.116466492195634,91.73244800513115
11907,11907,608000.0,3,2.75,5000,2610,2.0,0.0,4,7,1710,900.0,seattle,A-,11,108,"55,271",4.649536636152639,1.49131611525374,1.93075346318575,4.649536636152639,98107,0.0,13.470219499920795,13.470219499920795
11908,11908,313100.0,3,2.0,11875,1720,1.0,0.0,5,6,1720,0.0,renton,B-,8,29,"16,425",1.9242008215284,2.49397550766298,1.15377401741115,1.9242008215284,98056,16.286731601503636,8.143365800751818,24.430097402255456
11909,11909,185000.0,3,1.75,9085,1170,1.0,0.0,3,7,1170,0.0,federal way,C+,7,46,"23,489",3.4161038569880198,3.6181649806010303,1.91495949328271,3.4161038569880198,98023,0.0,1.9586023155340844,1.9586023155340844
11910,11910,455000.0,2,1.0,11480,1140,1.0,0.0,3,6,1140,0.0,seattle,A-,11,108,"55,271",3.42369428057163,1.87935316836353,3.94390649325229,3.42369428057163,98118,32.61598151293552,59.116466492195634,91.73244800513115
11911,11911,235000.0,3,2.5,9051,2350,1.0,0.0,4,8,1570,780.0,federal way,C+,7,46,"23,489",3.73183431862267,3.11070926850304,2.74470674711314,3.73183431862267,98023,0.0,1.9586023155340844,1.9586023155340844
11912,11912,230000.0,3,1.0,12289,1020,1.0,0.0,4,7,1020,0.0,renton,B-,8,29,"16,425",6.31393653079337,3.5951702257202705,3.5379894710692104,6.31393653079337,98058,789.7351246089206,188.0321725259335,977.7672971348541
11913,11913,770000.0,4,2.25,5000,2730,1.0,0.0,5,7,1460,1270.0,seattle,A-,11,108,"55,271",4.26802990334498,2.39508194019816,1.93583701422567,4.26802990334498,98116,10.981204277925787,14.641605703901053,25.62280998182684
11914,11914,461000.0,3,2.5,3026,1690,2.0,0.0,3,7,1690,0.0,lake washington,A+,13,55,"30,675",7.48743406159174,8.157241680666031,3.23033712466861,7.48743406159174,98053,516.4919935656775,220.0705016062452,736.5624951719227
11915,11915,1580000.0,4,2.5,10500,2900,1.0,0.0,5,8,1450,1450.0,mercer island,A+,13,6,"4,522",1.18476080884136,1.8643294453538701,1.96946125879603,1.18476080884136,98040,0.0,8.100445524503849,8.100445524503849
11916,11916,1820000.0,4,4.5,88714,6380,2.0,0.0,3,12,6380,0.0,issaquah,A+,13,27,"20,897",2.57506593797778,2.20555930931567,1.54894470213191,2.57506593797778,98029,33.82359964547456,13.529439858189823,47.353039503664384
11917,11917,452000.0,3,2.5,4000,1690,2.0,0.0,3,7,1690,0.0,lake washington,A+,13,55,"30,675",8.12496394062106,9.10016970744254,3.44547174649083,8.12496394062106,98053,516.4919935656775,220.0705016062452,736.5624951719227
11918,11918,765000.0,4,2.5,5043,2660,2.0,0.0,3,9,2660,0.0,issaquah,A+,13,27,"20,897",3.33993486274969,2.08007029176926,2.09749788578581,3.33993486274969,98029,33.82359964547456,13.529439858189823,47.353039503664384
11919,11919,1050000.0,4,4.0,54013,4550,1.0,0.0,4,9,2300,2250.0,issaquah,A+,13,27,"20,897",5.8559971380938105,3.82856003263714,1.96724052481746,5.8559971380938105,98075,20.278386557473773,0.0,20.278386557473773
11920,11920,546000.0,3,3.0,9999,1530,1.0,0.0,4,7,1150,380.0,lake washington,A+,13,55,"30,675",1.92793008464522,2.39504967167332,0.899554648313479,1.92793008464522,98033,12.75226693861301,5.100906775445204,17.853173714058215
11921,11921,781000.0,3,2.5,4463,2070,1.5,0.0,5,8,1780,290.0,seattle,A-,11,108,"55,271",2.97056454282665,1.76771485590626,1.70257854791675,2.97056454282665,98115,3.6982479661207934,7.396495932241589,11.094743898362381
11922,11922,538000.0,4,1.75,7953,1880,1.0,0.0,4,7,1880,0.0,bellevue,A+,13,31,"21,609",4.12264179272081,1.65872359812361,2.07449090913323,4.12264179272081,98008,0.0,0.0,0.0
11923,11923,790000.0,4,2.5,8664,2240,1.0,0.0,5,8,1470,770.0,lake washington,A+,13,55,"30,675",2.82399550093271,4.40255731202502,1.16137724436148,2.82399550093271,98033,12.75226693861301,5.100906775445204,17.853173714058215
11924,11924,696500.0,4,2.75,4400,2540,1.5,0.0,5,7,1630,910.0,seattle,A-,11,108,"55,271",3.1900882229453598,1.662735903233,1.6536229873256498,3.1900882229453598,98103,7.368066028186903,29.472264112747613,36.84033014093452
11925,11925,276000.0,3,2.0,8137,1370,1.0,0.0,4,7,1370,0.0,federal way,C+,7,46,"23,489",2.62338589604244,2.48045670880509,1.12740538742849,2.62338589604244,98003,122.3728455859312,70.21392779520643,192.58677338113762
11926,11926,269000.0,2,1.0,8612,770,1.0,0.0,3,6,770,0.0,shoreline,A,12,19,"9,899",1.30505476457931,2.45244835519172,1.25090486974938,1.30505476457931,98155,14.356814151729937,14.356814151729937,28.713628303459874
11927,11927,2420000.0,5,4.75,24250,7880,2.0,0.0,3,13,7880,0.0,seattle,A-,11,108,"55,271",6.7685266519534695,2.77440069430071,2.8180292863257796,6.7685266519534695,98177,14.641437777476597,4.880479259158865,19.52191703663546
11928,11928,829000.0,4,2.75,59677,2970,1.0,0.0,4,8,1610,1360.0,issaquah,A+,13,27,"20,897",5.88338055312465,3.9847059213949696,2.16994766814296,5.88338055312465,98075,20.278386557473773,0.0,20.278386557473773
11929,11929,122000.0,2,1.0,6840,740,1.0,0.0,3,6,740,0.0,seattle,A-,11,108,"55,271",4.3181371244277695,2.71847622268954,2.58210799726127,4.3181371244277695,98126,211.4556382241143,99.50853563487732,310.9641738589916
11930,11930,352500.0,3,1.5,7680,1360,1.0,0.0,3,7,1360,0.0,seattle,A-,11,108,"55,271",6.663650250765901,2.33288942380985,3.02190229008752,6.663650250765901,98133,30.14211343357435,54.25580418043383,84.39791761400818
11931,11931,360000.0,4,2.0,7803,1920,1.0,0.0,3,7,1080,840.0,shoreline,A,12,19,"9,899",1.58831719840079,2.56486813641183,1.26532687064418,1.58831719840079,98155,14.356814151729937,14.356814151729937,28.713628303459874
11932,11932,629500.0,3,2.0,10584,2020,1.0,0.0,3,10,2020,0.0,issaquah,A+,13,27,"20,897",3.71193495872832,1.96098737054615,0.595610891525383,3.71193495872832,98075,20.278386557473773,0.0,20.278386557473773
11933,11933,1140000.0,4,2.25,127631,3310,2.0,0.0,5,9,3310,0.0,northshore,A,12,39,23500,4.46542741570292,3.4557474757309197,1.34035038849308,4.46542741570292,98072,273.7991216159113,59.323143016780776,333.12226463269207
11934,11934,1550000.0,2,2.25,15593,2950,1.0,0.0,4,8,1560,1390.0,bellevue,A+,13,31,"21,609",2.83057692142677,2.47013813446022,2.3648090617919304,2.83057692142677,98039,,,
11935,11935,275000.0,3,1.5,7695,1320,1.0,0.0,4,7,1320,0.0,renton,B-,8,29,"16,425",2.49221714147289,1.7423406691734,1.0291353401657701,2.49221714147289,98056,16.286731601503636,8.143365800751818,24.430097402255456
11936,11936,697000.0,4,2.5,6961,3160,2.0,0.0,3,8,3160,0.0,lake washington,A+,13,55,"30,675",11.8779441537757,13.352455348682499,1.43378458043018,11.8779441537757,98074,34.277996056247986,10.283398816874401,44.56139487312239
11937,11937,379500.0,2,1.0,17335,1640,1.0,0.0,3,7,840,800.0,lake washington,A+,13,55,"30,675",15.184750018291199,14.902427000602401,4.2372045604951,15.184750018291199,98053,516.4919935656775,220.0705016062452,736.5624951719227
11938,11938,720000.0,3,2.75,76531,2440,1.0,0.0,3,10,1640,800.0,northshore,A,12,39,23500,5.04192333150054,1.75024022379755,0.862949861962769,5.04192333150054,98072,273.7991216159113,59.323143016780776,333.12226463269207
11939,11939,675000.0,4,2.5,5548,3000,2.0,0.0,3,9,3000,0.0,renton,B-,8,29,"16,425",4.41053162748807,3.43172100222297,3.0129335705352,4.41053162748807,98059,311.36759343912894,91.43334093053785,402.8009343696668
11940,11940,1170000.0,5,2.5,6000,2810,2.5,0.0,3,9,2810,0.0,seattle,A-,11,108,"55,271",3.68965337999852,1.68798583088487,1.13853539390076,3.68965337999852,98109,13.195848427734456,23.752527169922015,36.94837559765647
11941,11941,1100000.0,3,2.0,6888,2390,2.0,0.0,5,8,2390,0.0,seattle,A-,11,108,"55,271",4.37855467881909,3.09988711750299,2.17804053396962,4.37855467881909,98115,3.6982479661207934,7.396495932241589,11.094743898362381
11942,11942,520000.0,4,1.0,3500,2080,1.5,0.0,5,7,1260,820.0,seattle,A-,11,108,"55,271",4.64403665722823,1.67605382776053,2.3187067729623,4.64403665722823,98136,6.126509104697077,6.126509104697077,12.253018209394154
11943,11943,415000.0,3,1.75,7500,2650,1.5,0.0,4,7,1590,1060.0,shoreline,A,12,19,"9,899",2.99912484622446,2.75365648817272,0.653205776118796,2.99912484622446,98155,14.356814151729937,14.356814151729937,28.713628303459874
11944,11944,415000.0,3,2.5,1536,1060,2.0,0.0,3,8,1060,0.0,seattle,A-,11,108,"55,271",6.31700245810436,2.8565281549887502,2.66053656330123,6.31700245810436,98117,8.647461250942321,11.52994833458976,20.177409585532082
11945,11945,450000.0,3,2.25,8312,1940,1.0,0.0,4,7,1220,720.0,highline,C+,7,40,"19,213",1.35925368838146,2.36670671750815,4.21114441834479,1.35925368838146,98166,36.45145288428728,54.67717932643093,91.12863221071821
11946,11946,485000.0,2,1.0,4080,1080,1.0,0.0,3,8,1080,0.0,seattle,A-,11,108,"55,271",2.89590913945902,1.31598876360878,1.53986356199113,2.89590913945902,98115,3.6982479661207934,7.396495932241589,11.094743898362381
11947,11947,294000.0,3,2.25,9600,1700,2.0,0.0,3,7,1700,0.0,kent,B,9,44,"27,291",4.427148117342679,3.00775287303435,3.3299554321301503,4.427148117342679,98042,268.5737792314582,93.59389276247785,362.1676719939361
11948,11948,1040000.0,4,3.5,10660,4440,2.0,0.0,3,11,4440,0.0,renton,B-,8,29,"16,425",5.92381799552348,4.1891764537915295,3.49520492918675,5.92381799552348,98059,311.36759343912894,91.43334093053785,402.8009343696668
11949,11949,690000.0,3,1.0,4000,1580,2.0,0.0,3,8,1580,0.0,seattle,A-,11,108,"55,271",3.59235420604437,1.57422906671259,1.1153450352019,3.59235420604437,98102,18.146248235957838,47.1802454134904,65.32649364944824
11950,11950,716500.0,5,2.75,38461,3630,2.0,0.0,3,11,3630,0.0,renton,B-,8,29,"16,425",9.59192768069774,5.440152825154719,5.19692750395667,9.59192768069774,98058,789.7351246089206,188.0321725259335,977.7672971348541
11951,11951,481000.0,2,2.25,1137,1290,3.0,0.0,3,8,1290,0.0,seattle,A-,11,108,"55,271",5.15723930235094,1.46357409213307,2.08618695268487,5.15723930235094,98107,0.0,13.470219499920795,13.470219499920795
11952,11952,575000.0,4,2.75,4635,1960,1.0,0.0,4,7,1000,960.0,seattle,A-,11,108,"55,271",2.3241173650372797,2.15155415165858,2.31322895692995,2.3241173650372797,98118,32.61598151293552,59.116466492195634,91.73244800513115
11953,11953,785000.0,3,2.0,5015,2090,1.5,0.0,5,7,2090,0.0,seattle,A-,11,108,"55,271",3.5564593897026606,2.16721765644642,1.08760859948783,3.5564593897026606,98112,4.1572655303280195,16.629062121312078,20.786327651640097
